current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
normal,recomposition,52,164,47.0,7.4,6,6554,0,0,2617,51.9,54.6,17.47,sedentary,1543,88.6,42.6,201.3
skinny,muscle_gain,54,181,53.8,6.1,1,11097,1,0,2653,62.9,70.9,16.42,active,2732,101.1,71.5,421.0
overweight,recomposition,42,181,64.4,7.0,0,11388,1,1,2602,82.0,112.2,19.66,light,2208,135.0,67.7,264.7
skinny,recomposition,20,158,87.8,6.7,1,13751,1,1,2922,129.8,74.8,35.17,sedentary,2159,172.1,66.3,218.5
skinny,fat_loss,39,183,63.2,8.4,0,9678,0,1,1934,83.5,96.5,18.87,light,1760,112.0,47.7,220.7
overweight,muscle_gain,41,189,68.7,8.8,5,7058,0,1,2082,79.0,102.8,19.23,light,2626,144.5,67.7,359.7
skinny,recomposition,51,175,90.3,8.2,2,3737,1,0,2035,128.6,52.2,29.49,light,2465,164.0,69.8,295.2
normal,fat_loss,35,160,74.9,8.4,2,10459,0,0,2337,69.5,91.3,29.26,sedentary,1426,163.3,46.2,89.2
overweight,recomposition,23,173,51.0,8.2,6,14523,0,1,2212,46.0,76.7,17.04,light,2028,106.7,57.8,270.2
normal,recomposition,44,189,80.7,8.3,3,4502,0,0,2108,91.3,81.5,22.59,light,2466,174.9,55.5,316.7
normal,muscle_gain,27,160,59.8,7.7,4,2927,0,1,1877,85.0,69.6,23.36,active,2951,131.0,84.6,416.4
overweight,recomposition,34,154,85.8,6.8,3,7143,1,0,3184,121.4,88.1,36.18,sedentary,2045,172.6,64.6,193.3
overweight,recomposition,31,179,78.4,6.4,0,7249,1,0,2317,116.9,103.3,24.47,moderate,2776,143.8,74.2,383.2
skinny,fat_loss,53,163,77.9,7.2,3,8734,0,0,2358,70.6,91.6,29.32,active,2178,129.7,51.2,299.6
overweight,recomposition,19,190,100.2,8.0,4,10959,0,0,2986,135.2,56.9,27.76,active,3717,168.4,116.0,499.9
skinny,muscle_gain,49,150,104.5,6.6,6,11764,0,0,2107,140.6,91.3,46.44,light,2731,191.5,79.1,313.3
skinny,fat_loss,32,164,62.9,7.8,5,9154,1,1,1861,71.9,82.2,23.39,moderate,1866,116.3,52.2,232.8
overweight,fat_loss,32,162,67.0,7.8,0,9976,1,0,2975,84.5,111.6,25.53,light,1775,120.2,46.2,219.6
overweight,recomposition,20,170,73.6,8.6,2,4080,0,1,2523,95.5,69.6,25.47,light,2253,131.5,74.6,263.9
overweight,recomposition,52,163,51.8,5.3,0,7055,1,0,2853,75.4,118.4,19.5,sedentary,1520,109.3,37.1,187.2
overweight,recomposition,52,178,52.4,7.5,3,14721,0,0,3029,58.4,81.2,16.54,active,2296,111.3,54.6,339.9
overweight,muscle_gain,37,190,62.4,6.7,2,6315,1,1,3080,93.1,107.4,17.29,sedentary,2365,127.0,63.8,320.7
skinny,muscle_gain,37,151,49.3,5.9,1,12045,1,1,3016,51.7,116.1,21.62,light,2121,92.3,68.7,283.4
skinny,recomposition,27,178,60.2,7.0,4,14681,0,0,2263,63.7,99.4,19.0,sedentary,1878,119.5,62.5,209.4
overweight,muscle_gain,32,164,56.4,5.4,6,14064,1,0,2552,68.1,105.8,20.97,moderate,2528,122.3,81.7,325.9
overweight,fat_loss,37,168,96.7,8.4,5,6171,1,0,2840,116.1,88.1,34.26,moderate,2381,159.5,69.5,279.4
skinny,fat_loss,35,189,52.5,5.3,0,7516,0,0,2366,62.3,95.2,14.7,sedentary,1470,112.1,34.3,178.2
overweight,muscle_gain,37,167,88.4,6.5,0,13554,1,0,2202,116.3,59.0,31.7,active,3498,187.0,98.6,465.6
overweight,muscle_gain,36,190,109.8,8.9,6,2469,0,1,2605,137.5,76.9,30.42,sedentary,2879,183.4,92.5,328.2
normal,fat_loss,44,174,74.4,5.5,5,8185,1,1,1995,75.8,77.6,24.57,sedentary,1578,131.4,49.3,152.2
overweight,recomposition,20,158,96.6,8.4,1,13141,0,1,1901,144.1,100.8,38.7,sedentary,2238,186.7,71.9,211.0
skinny,recomposition,49,172,85.1,5.1,3,9411,0,1,2186,92.1,69.2,28.77,moderate,2519,167.7,61.9,322.8
normal,fat_loss,40,154,74.8,8.4,2,9115,1,0,2569,72.7,102.6,31.54,sedentary,1421,129.5,40.5,134.6
normal,recomposition,40,174,103.1,7.5,2,11546,0,0,2325,146.0,106.8,34.05,active,3294,202.6,74.2,453.9
overweight,recomposition,53,170,45.2,5.7,6,7480,1,0,2964,60.9,69.0,15.64,light,1697,97.4,42.5,231.2
normal,fat_loss,53,175,76.3,5.7,4,5746,0,1,1892,110.5,69.3,24.91,light,1708,155.9,39.5,182.2
overweight,recomposition,48,168,82.7,5.8,2,3520,0,1,2536,93.2,107.7,29.3,active,2786,135.5,89.0,360.8
normal,fat_loss,18,168,45.9,6.3,1,9222,1,1,1872,53.7,76.2,16.26,light,1645,75.1,49.8,224.1
skinny,fat_loss,52,180,107.7,5.3,1,11540,0,1,2120,122.5,78.9,33.24,moderate,2556,179.0,79.5,281.1
normal,muscle_gain,49,185,50.0,6.8,0,12078,1,1,2262,55.9,53.7,14.61,light,2411,96.4,76.0,335.4
normal,fat_loss,27,177,98.4,7.6,1,13820,0,1,1817,81.0,62.9,31.41,light,2382,168.4,66.2,278.1
overweight,fat_loss,39,171,104.1,5.1,2,4262,0,1,2204,94.5,78.3,35.6,sedentary,1881,168.9,48.4,192.4
skinny,fat_loss,34,170,93.0,7.3,0,3563,1,1,1980,129.9,69.5,32.18,light,2204,204.1,54.7,223.8
skinny,recomposition,55,158,57.0,5.7,2,8189,0,0,2990,50.1,64.5,22.83,sedentary,1581,101.7,39.1,205.6
skinny,fat_loss,24,162,59.8,5.7,1,10470,1,0,2826,58.5,108.3,22.79,light,1651,120.1,42.8,196.4
skinny,fat_loss,31,169,57.1,6.6,6,6881,1,1,2617,62.9,63.5,19.99,moderate,1945,116.9,59.0,236.6
normal,recomposition,55,172,61.1,8.0,5,12977,1,0,2048,69.1,66.2,20.65,moderate,2197,128.4,51.1,305.9
normal,muscle_gain,29,174,108.8,6.6,6,7447,0,1,2317,105.8,94.8,35.94,light,3113,214.5,83.6,375.6
overweight,recomposition,37,156,62.3,8.1,2,5590,0,1,2022,88.1,104.4,25.6,moderate,2166,134.2,57.6,277.7
overweight,recomposition,38,164,67.0,7.2,5,13295,1,0,2847,60.8,64.2,24.91,moderate,2421,137.6,64.2,323.2
skinny,recomposition,55,159,64.4,6.4,0,4566,1,1,2253,61.1,96.2,25.47,light,1885,124.2,52.4,229.2
normal,recomposition,45,165,88.5,5.1,6,3659,1,0,2626,85.4,92.6,32.51,active,3020,170.6,89.2,383.7
overweight,recomposition,44,156,68.0,5.9,4,3364,0,1,2772,58.6,67.1,27.94,light,2007,141.7,55.2,235.9
normal,recomposition,42,153,75.6,5.7,6,14669,0,0,2940,111.2,113.3,32.3,active,2504,146.2,59.5,345.9
overweight,muscle_gain,35,186,58.5,5.5,0,6677,1,0,2355,60.0,69.5,16.91,active,3057,119.9,101.6,415.8
overweight,fat_loss,28,174,99.8,6.2,6,8643,0,0,1994,144.9,110.2,32.96,active,2914,197.4,74.5,363.5
skinny,recomposition,31,175,98.3,6.0,6,12894,0,0,2783,105.0,70.4,32.1,active,3340,162.5,89.4,471.4
skinny,fat_loss,19,176,89.3,7.2,1,7384,0,0,1950,93.3,104.1,28.83,active,2975,149.0,91.8,388.2
skinny,fat_loss,33,186,84.1,7.9,0,14475,0,0,3160,80.0,114.2,24.31,moderate,2450,176.6,72.3,273.2
overweight,fat_loss,31,167,79.7,5.4,0,11229,1,0,3010,91.3,65.2,28.58,sedentary,1710,175.1,55.3,128.0
skinny,muscle_gain,23,156,71.0,8.9,4,12722,0,0,3051,58.7,87.1,29.17,light,2571,149.9,83.6,304.8
normal,fat_loss,43,184,110.0,8.0,0,12171,0,0,3136,147.3,68.0,32.49,sedentary,1958,237.7,50.1,139.1
overweight,muscle_gain,34,159,109.8,5.8,1,3223,1,0,2479,160.0,91.4,43.43,sedentary,2664,236.3,70.5,271.1
skinny,fat_loss,23,170,96.2,5.4,5,3415,1,0,2616,97.8,109.3,33.29,sedentary,1993,211.4,51.0,172.1
skinny,fat_loss,47,150,55.5,8.7,4,12734,0,1,2976,62.2,94.2,24.67,light,1354,93.4,37.4,160.9
normal,muscle_gain,22,188,58.9,6.7,6,10357,1,1,2062,50.1,88.8,16.66,active,3181,95.6,93.2,489.9
skinny,recomposition,37,189,108.1,7.6,3,4000,1,0,1966,108.0,53.4,30.26,light,2944,188.4,95.5,332.7
skinny,muscle_gain,31,171,48.3,7.4,3,12844,0,1,2939,50.0,119.9,16.52,moderate,2516,99.2,69.8,372.8
overweight,recomposition,37,154,45.1,7.5,2,9971,0,1,2528,65.0,75.1,19.02,moderate,1910,88.5,53.2,269.3
normal,muscle_gain,32,153,47.0,5.4,5,13481,1,1,2091,49.6,85.3,20.08,active,2529,99.2,61.4,394.9
normal,fat_loss,23,179,55.1,6.6,6,12705,1,1,2335,44.4,51.6,17.2,moderate,2107,90.9,66.9,285.3
normal,fat_loss,35,157,99.5,5.0,6,8194,1,0,2889,86.7,50.4,40.37,active,2652,217.7,71.1,285.3
skinny,recomposition,52,188,48.8,6.1,6,14446,0,1,1810,53.0,63.5,13.81,light,2020,81.3,52.8,304.9
skinny,recomposition,28,158,59.9,7.2,1,4867,0,1,2459,84.2,86.8,23.99,moderate,2240,131.8,64.5,283.1
overweight,fat_loss,37,152,45.1,5.4,5,14309,1,1,2322,60.8,99.3,19.52,light,1315,81.6,29.7,180.3
skinny,muscle_gain,38,162,65.7,8.1,3,4385,0,0,1964,84.8,96.5,25.03,moderate,2725,127.1,61.8,415.1
normal,fat_loss,47,183,60.6,5.5,4,2281,0,0,3074,78.7,73.1,18.1,moderate,1978,99.8,51.3,279.3
overweight,muscle_gain,26,182,94.5,5.4,5,6303,1,1,2202,134.1,59.0,28.53,active,3685,161.1,108.2,516.7
overweight,fat_loss,53,189,59.5,6.5,6,7641,1,0,2581,79.8,96.7,16.66,active,2291,103.1,67.7,317.3
normal,muscle_gain,46,166,105.5,8.6,6,13804,1,0,3140,152.0,104.9,38.29,moderate,3345,205.0,100.3,405.6
overweight,recomposition,19,184,94.4,5.7,5,2010,1,1,2765,99.3,60.7,27.88,sedentary,2459,196.4,66.4,268.9
normal,muscle_gain,42,154,92.3,6.6,3,9531,0,0,2421,76.6,77.9,38.92,moderate,2940,172.3,68.4,408.8
normal,fat_loss,32,176,88.2,5.3,4,11041,0,0,2516,82.6,100.6,28.47,sedentary,1735,173.6,50.9,145.6
skinny,recomposition,43,168,62.5,6.8,6,10173,0,1,2745,60.5,59.9,22.14,moderate,2234,106.5,57.1,323.5
normal,fat_loss,18,152,62.8,6.8,1,7043,0,1,2640,64.6,73.7,27.18,active,2158,111.1,70.9,268.9
normal,fat_loss,19,174,56.3,7.0,6,8206,0,0,2433,54.5,103.4,18.6,moderate,2062,112.3,60.0,268.2
overweight,muscle_gain,39,188,63.9,5.7,1,3352,1,0,1864,52.0,108.0,18.08,light,2687,118.9,65.2,406.1
skinny,muscle_gain,23,178,55.3,6.9,1,11834,0,0,2370,65.2,103.8,17.45,sedentary,2196,100.4,54.7,325.5
skinny,muscle_gain,29,175,69.9,5.8,6,2081,1,0,3159,61.8,66.1,22.82,sedentary,2323,132.8,59.4,314.3
overweight,fat_loss,40,150,57.0,5.2,0,13000,0,0,2096,70.3,84.3,25.33,light,1380,94.1,31.6,179.8
skinny,fat_loss,21,151,56.9,7.3,2,9049,0,1,2327,74.1,69.7,24.96,moderate,1763,93.2,53.7,226.7
skinny,muscle_gain,40,188,65.1,7.9,4,12185,0,0,2817,96.6,59.6,18.42,moderate,2887,107.4,76.5,442.2
normal,muscle_gain,47,179,104.5,7.1,0,6667,1,1,2973,116.1,104.8,32.61,moderate,3327,205.8,108.9,380.9
normal,muscle_gain,40,162,89.0,7.8,0,3315,1,1,2275,92.7,96.1,33.91,active,3410,190.3,91.6,456.1
overweight,fat_loss,26,151,95.9,5.6,0,13473,1,1,2727,130.2,93.7,42.06,active,2727,161.0,62.7,379.7
overweight,muscle_gain,25,175,76.1,7.2,3,2393,1,1,2269,68.1,63.9,24.85,light,2809,127.4,73.5,409.5
normal,fat_loss,27,154,101.5,6.5,5,10467,1,1,1917,101.5,60.7,42.8,active,2807,174.1,63.6,384.6
overweight,recomposition,33,179,99.0,8.1,1,11335,0,0,2090,97.2,74.1,30.9,sedentary,2406,195.6,76.2,234.4
normal,recomposition,42,189,58.6,8.9,6,10771,1,0,2922,67.3,74.0,16.4,light,2066,124.8,53.7,270.9
normal,fat_loss,31,183,54.1,5.4,6,6502,0,1,2350,50.2,81.2,16.15,active,2291,114.8,60.3,322.3
normal,recomposition,27,181,56.9,6.1,2,5614,0,1,2239,75.4,93.0,17.37,active,2713,99.9,73.6,412.8
skinny,fat_loss,36,187,72.7,5.7,6,11465,1,1,2369,65.2,50.4,20.79,moderate,2262,141.6,74.7,255.8
normal,fat_loss,44,170,69.9,8.7,6,3799,0,0,3026,90.7,62.6,24.19,active,2308,142.9,69.3,278.2
overweight,fat_loss,46,187,95.5,6.0,2,4268,0,0,2411,128.7,76.0,27.31,moderate,2642,163.5,81.8,313.0
normal,muscle_gain,36,181,75.0,8.9,5,13456,0,1,3001,67.2,58.1,22.89,active,3376,133.1,99.6,486.8
normal,recomposition,47,151,58.2,7.6,4,4194,0,1,2883,54.4,95.2,25.53,light,1720,117.3,55.9,186.9
normal,fat_loss,35,170,49.2,8.7,3,8556,1,0,2682,62.5,109.4,17.02,active,1888,107.6,52.9,245.4
overweight,recomposition,30,150,52.3,9.0,6,4482,0,0,2504,51.7,77.1,23.24,moderate,2003,107.9,63.9,249.1
overweight,fat_loss,31,163,109.5,5.9,6,9395,1,0,2498,144.3,56.0,41.21,active,3035,200.2,96.2,342.1
normal,muscle_gain,34,188,104.6,8.6,4,4180,0,1,1959,97.4,68.3,29.59,sedentary,2861,215.3,66.6,350.1
normal,muscle_gain,54,163,69.3,8.3,6,2014,0,0,1953,72.2,113.0,26.08,active,2978,139.6,89.6,403.3
normal,recomposition,21,184,102.1,5.9,4,14021,0,1,1885,86.1,66.9,30.16,sedentary,2474,188.2,79.5,251.4
overweight,recomposition,39,154,89.7,8.3,1,10559,0,1,2468,100.5,74.7,37.82,light,2207,154.1,64.4,252.8
skinny,muscle_gain,18,156,104.9,7.1,2,8249,1,1,2568,86.6,117.3,43.1,active,3799,170.2,121.9,505.3
overweight,fat_loss,24,175,103.3,7.1,4,12581,0,1,1930,109.1,114.9,33.73,active,3062,226.1,85.6,346.8
overweight,recomposition,45,157,50.5,7.3,6,8314,1,1,2729,46.1,54.6,20.49,light,1651,102.6,52.6,191.8
normal,muscle_gain,39,184,58.5,5.8,2,12545,0,1,2787,69.1,67.3,17.28,active,3026,128.3,86.7,433.1
normal,recomposition,55,182,55.6,5.6,3,12804,0,0,2269,46.2,97.7,16.79,active,2493,116.1,81.1,324.7
skinny,recomposition,45,185,76.5,8.5,0,14720,0,0,2086,109.4,82.3,22.35,moderate,2658,157.0,71.8,346.0
normal,fat_loss,53,164,61.6,5.3,2,14102,0,0,3120,67.7,117.8,22.9,moderate,1839,128.3,50.4,218.1
skinny,recomposition,30,150,79.8,7.3,3,4049,0,1,3130,108.2,82.8,35.47,light,2277,173.2,53.5,275.7
skinny,recomposition,50,168,54.1,5.5,5,9876,1,0,1812,77.6,60.2,19.17,sedentary,1527,113.4,46.1,164.6
overweight,recomposition,35,159,57.6,7.7,3,5548,0,1,2988,74.0,81.3,22.78,active,2434,95.4,70.8,353.8
overweight,recomposition,45,157,89.1,7.3,3,3774,1,1,2289,96.2,103.9,36.15,active,2854,158.4,82.7,369.0
overweight,recomposition,42,183,100.6,5.8,6,6358,0,0,2013,146.4,108.8,30.04,moderate,2949,220.5,78.0,341.2
overweight,fat_loss,41,162,95.7,7.5,5,4986,0,0,2141,118.3,50.9,36.47,moderate,2437,173.9,61.9,296.1
normal,fat_loss,33,176,48.3,5.5,3,14920,0,0,1861,52.1,108.0,15.59,sedentary,1369,89.4,30.9,183.3
normal,recomposition,20,158,71.1,7.2,5,5423,1,1,3008,102.6,64.2,28.48,active,2747,126.1,76.3,389.0
normal,recomposition,31,172,77.0,5.4,1,3766,1,1,2945,82.3,117.9,26.03,sedentary,2115,146.5,56.7,254.7
normal,recomposition,42,168,89.1,6.0,1,2375,0,0,2944,96.7,75.5,31.57,light,2486,170.3,63.8,307.6
normal,fat_loss,52,171,62.2,8.6,1,13806,1,0,2935,79.8,101.4,21.27,sedentary,1254,104.8,35.5,128.8
overweight,fat_loss,21,155,64.8,8.0,6,2286,1,0,2191,89.2,84.7,26.97,moderate,2021,119.3,59.5,252.1
overweight,recomposition,21,162,109.2,6.3,3,12738,0,1,2936,94.2,54.1,41.61,light,2840,177.2,64.8,387.0
overweight,fat_loss,55,165,49.3,6.8,0,13913,0,1,2537,73.3,66.1,18.11,light,1246,107.0,28.6,140.1
normal,recomposition,52,188,94.1,7.5,0,12184,0,0,2686,102.8,56.2,26.62,light,2655,174.1,64.0,345.6
normal,recomposition,19,182,96.3,5.3,1,13049,1,0,2891,137.3,118.7,29.07,moderate,3212,180.5,71.5,461.6
overweight,recomposition,40,164,49.8,8.3,0,2595,1,0,1811,61.2,84.8,18.52,light,1777,97.7,51.7,230.2
overweight,muscle_gain,36,158,51.2,7.3,0,14238,1,0,2464,55.6,110.4,20.51,light,2286,82.8,69.3,332.8
normal,fat_loss,43,181,72.8,7.8,0,10340,1,1,2372,70.3,88.1,22.22,light,1797,145.6,40.4,212.8
normal,muscle_gain,43,190,55.5,8.7,1,11701,0,0,2421,76.7,86.0,15.37,active,3088,112.1,75.3,490.5
normal,muscle_gain,43,155,106.7,9.0,2,4769,0,0,2931,127.6,57.4,44.41,light,2892,192.6,79.6,351.3
skinny,recomposition,47,159,73.2,8.9,6,10126,1,1,3076,77.5,101.9,28.95,light,1962,131.0,63.7,216.2
overweight,recomposition,36,157,95.3,5.4,6,8349,1,1,2600,139.8,59.7,38.66,light,2408,202.1,62.9,258.4
skinny,recomposition,23,184,79.6,5.3,0,7052,1,0,2883,63.9,92.2,23.51,moderate,2812,140.2,84.5,372.7
overweight,fat_loss,29,183,106.6,7.2,3,7727,1,0,2883,129.3,51.3,31.83,sedentary,2157,217.3,51.5,206.1
skinny,recomposition,18,154,86.8,6.6,5,2591,1,1,2362,108.5,74.1,36.6,sedentary,2040,147.3,64.6,217.4
skinny,fat_loss,44,188,58.7,5.5,4,2256,1,0,2694,47.8,59.5,16.61,active,2302,121.6,74.3,286.7
overweight,recomposition,45,158,61.9,8.2,3,7955,0,1,3191,79.7,72.9,24.8,moderate,2249,124.7,70.1,279.8
normal,fat_loss,35,169,70.4,7.7,4,8020,1,1,2559,80.6,64.6,24.65,active,2278,125.5,74.4,276.6
normal,recomposition,32,166,66.5,5.3,3,12736,1,1,2732,93.8,85.5,24.13,light,2102,128.8,66.7,246.6
normal,muscle_gain,40,185,106.4,7.5,6,8823,1,0,2524,103.0,52.1,31.09,moderate,3608,222.0,99.1,457.0
overweight,muscle_gain,51,180,45.3,7.0,4,6763,0,0,2719,56.8,71.1,13.98,light,2312,84.2,66.7,343.7
skinny,muscle_gain,39,184,47.1,5.1,5,14950,1,1,2634,55.2,78.1,13.91,sedentary,2059,96.1,45.9,315.4
overweight,muscle_gain,47,162,63.2,8.7,6,11887,0,0,2118,83.2,113.5,24.08,active,2891,113.1,84.6,419.3
skinny,muscle_gain,40,190,108.0,5.0,4,2468,0,1,1953,89.3,59.3,29.92,moderate,3690,214.0,94.3,496.3
skinny,fat_loss,39,151,87.8,8.8,0,7106,0,1,3072,106.9,104.0,38.51,light,1768,175.9,43.9,167.3
skinny,fat_loss,32,181,85.3,8.3,2,5081,0,0,2719,102.6,69.2,26.04,light,2173,157.0,52.7,267.7
skinny,recomposition,47,166,54.7,6.7,5,8230,0,1,2533,62.7,87.0,19.85,sedentary,1666,111.0,43.5,207.6
overweight,fat_loss,36,171,107.0,6.0,6,9067,0,0,1931,121.3,113.1,36.59,moderate,2666,193.3,69.8,316.1
overweight,fat_loss,32,179,90.4,8.7,3,4223,1,0,2437,88.0,67.5,28.21,active,2897,198.8,68.9,370.4
normal,fat_loss,23,170,99.0,6.5,3,13782,0,1,2854,81.2,68.0,34.26,light,2340,188.8,72.4,233.3
overweight,muscle_gain,46,175,55.4,7.4,0,8945,0,0,1828,77.1,114.6,18.09,light,2409,99.8,55.5,377.6
overweight,recomposition,49,153,65.2,5.1,2,13814,0,0,2416,83.0,57.0,27.85,active,2304,141.6,56.7,306.8
overweight,muscle_gain,32,183,104.8,7.1,0,7055,1,0,1880,110.9,107.1,31.29,light,3202,186.4,72.8,450.3
normal,muscle_gain,27,185,56.4,7.9,0,6035,1,0,2418,63.5,92.4,16.48,moderate,2780,94.0,72.0,439.0
skinny,muscle_gain,55,151,93.7,7.5,1,3393,0,1,2115,127.1,112.1,41.09,moderate,2971,186.6,71.2,395.9
skinny,recomposition,55,180,76.4,7.7,0,7254,0,1,3128,111.2,92.3,23.58,sedentary,1941,163.6,63.8,178.1
overweight,fat_loss,22,178,58.9,5.6,0,9001,0,0,2120,72.6,61.0,18.59,active,2302,113.7,61.3,323.9
skinny,muscle_gain,22,170,73.8,7.7,3,14746,1,0,2590,94.3,84.1,25.54,light,2744,146.6,71.5,378.5
skinny,fat_loss,23,173,101.1,5.2,2,7206,0,0,2886,107.6,106.5,33.78,light,2363,195.8,67.1,244.0
overweight,muscle_gain,20,163,93.4,6.2,2,2905,0,1,2865,77.8,95.4,35.15,active,3516,164.7,101.8,485.2
overweight,recomposition,31,167,71.5,7.8,5,7701,1,0,2136,78.4,85.3,25.64,light,2123,117.6,52.9,294.1
skinny,fat_loss,53,158,74.0,5.3,6,14293,1,0,2325,64.4,71.7,29.64,moderate,1936,118.5,48.1,257.3
overweight,muscle_gain,53,160,68.5,5.9,0,14631,0,0,2813,85.4,65.6,26.76,sedentary,2012,119.4,57.3,254.7
overweight,muscle_gain,23,180,109.4,8.0,4,2206,1,1,2474,91.1,51.6,33.77,active,3971,180.3,119.1,544.5
normal,recomposition,24,153,107.8,8.7,3,3870,1,0,3019,88.3,95.8,46.05,moderate,3010,226.7,77.6,351.2
overweight,muscle_gain,29,163,74.8,7.1,0,14529,0,0,2306,108.8,79.4,28.15,moderate,2941,126.0,78.3,433.1
skinny,muscle_gain,39,174,98.5,7.4,3,9008,1,0,2828,134.7,98.2,32.53,active,3719,187.2,99.8,518.0
normal,recomposition,27,177,60.6,6.4,0,4203,1,1,3115,64.3,84.6,19.34,light,2192,100.5,62.0,308.0
overweight,recomposition,51,180,93.6,8.3,0,4717,0,0,2734,137.9,71.1,28.89,moderate,2807,199.5,67.9,349.5
normal,fat_loss,45,163,92.3,5.0,5,3809,0,1,2043,117.2,76.2,34.74,moderate,2293,176.0,53.8,276.2
normal,muscle_gain,43,184,92.9,5.8,3,6291,1,0,2327,137.9,77.1,27.44,moderate,3326,198.9,108.2,389.1
overweight,fat_loss,31,174,80.8,8.1,1,2048,0,1,2756,116.7,65.9,26.69,active,2524,140.3,79.7,311.4
normal,fat_loss,40,186,108.4,8.0,1,14770,0,0,2261,103.6,54.5,31.33,active,3171,176.7,96.6,398.7
normal,fat_loss,27,187,51.1,7.2,1,4101,0,1,1828,60.1,81.2,14.61,light,1681,105.5,55.0,191.0
normal,recomposition,21,180,66.8,6.8,4,13945,1,1,2673,56.1,61.3,20.62,active,2854,111.1,67.4,450.8
skinny,muscle_gain,35,184,100.5,8.2,3,7831,0,0,2489,124.9,97.9,29.68,sedentary,2862,179.7,91.0,331.1
normal,fat_loss,24,176,58.0,5.4,4,9552,1,1,1944,70.6,92.6,18.72,active,2344,109.8,66.7,326.1
overweight,fat_loss,22,155,82.3,8.6,4,13300,0,1,1959,77.8,107.6,34.26,sedentary,1597,135.5,53.1,144.3
normal,fat_loss,40,162,96.7,7.8,0,8373,0,0,1907,118.9,86.9,36.85,light,2085,188.3,63.8,189.4
overweight,muscle_gain,20,169,89.8,8.3,1,9802,0,1,2522,92.8,65.7,31.44,moderate,3358,166.4,110.7,424.0
normal,recomposition,33,188,104.6,7.2,6,4026,0,1,2645,95.0,113.8,29.59,light,2931,227.7,76.3,333.4
overweight,recomposition,46,167,49.5,7.4,5,5018,1,0,2964,69.7,112.9,17.75,moderate,1963,103.5,65.2,240.5
normal,muscle_gain,30,175,97.7,5.5,4,8474,0,1,2954,127.6,88.8,31.9,sedentary,2691,170.0,69.2,347.0
overweight,fat_loss,31,153,84.2,5.0,6,9705,1,1,2774,85.4,111.7,35.97,active,2395,161.9,56.8,309.1
normal,recomposition,35,152,81.6,8.0,4,4880,0,1,2260,119.3,114.8,35.32,light,2201,150.2,50.5,286.4
overweight,fat_loss,31,163,107.6,6.9,3,9419,0,1,2470,103.1,70.6,40.5,sedentary,2031,217.8,49.2,179.2
normal,recomposition,26,160,87.0,7.9,2,3541,0,0,2058,83.9,71.9,33.98,light,2302,144.1,65.1,284.9
skinny,recomposition,37,168,62.4,6.2,4,6435,0,0,2142,86.5,75.7,22.11,moderate,2393,122.3,64.9,329.9
normal,muscle_gain,40,155,52.7,7.9,3,12770,0,1,2657,63.4,57.2,21.94,sedentary,1986,95.4,57.8,271.1
normal,fat_loss,22,162,75.4,6.3,6,12424,0,1,2511,103.8,77.0,28.73,sedentary,1674,150.8,52.5,149.6
overweight,recomposition,22,151,86.8,6.3,2,12100,1,0,1849,127.6,66.9,38.07,light,2343,175.9,63.3,267.4
skinny,recomposition,45,188,56.3,5.7,2,5829,0,1,1930,47.6,107.6,15.93,moderate,2452,115.6,71.1,337.4
normal,fat_loss,19,189,96.5,8.1,2,4077,1,0,2394,89.2,102.1,27.01,active,3178,178.1,77.7,441.6
normal,fat_loss,37,183,80.0,5.9,1,6216,0,1,2410,98.3,101.2,23.89,active,2613,148.9,81.5,321.0
normal,fat_loss,36,161,63.5,7.9,1,8286,0,1,2176,65.9,108.3,24.5,active,2082,134.4,50.0,273.6
overweight,fat_loss,53,190,103.7,7.1,4,8114,1,1,2597,141.5,92.4,28.73,light,2293,183.6,56.3,263.0
skinny,recomposition,24,180,71.3,5.2,3,4041,0,0,2183,84.5,116.5,22.01,moderate,2624,154.1,87.1,305.9
skinny,muscle_gain,43,174,78.6,6.7,3,11650,1,1,2440,109.8,95.0,25.96,sedentary,2406,153.3,55.7,322.9
overweight,muscle_gain,34,189,73.6,5.3,0,14430,0,1,2271,83.6,75.1,20.6,sedentary,2512,149.9,55.8,352.6
normal,recomposition,39,154,80.3,7.0,0,13243,0,1,2165,114.1,97.8,33.86,moderate,2394,142.2,58.7,324.2
normal,muscle_gain,41,189,102.7,8.9,4,10472,1,0,2703,138.3,78.6,28.75,sedentary,2890,199.9,94.7,309.5
overweight,muscle_gain,49,171,65.2,5.5,5,14278,1,0,2460,84.2,91.1,22.3,sedentary,2160,135.7,51.0,289.6
normal,recomposition,20,158,66.5,8.9,5,5943,1,1,2857,93.9,71.1,26.64,light,2059,131.5,63.2,241.0
overweight,muscle_gain,33,183,87.0,7.3,6,14265,1,0,2252,91.0,51.3,25.98,light,2869,140.3,66.3,427.8
normal,recomposition,27,178,80.7,6.5,2,3377,0,0,2006,113.6,99.6,25.47,moderate,2790,146.1,73.7,385.6
overweight,muscle_gain,48,153,102.9,6.5,3,4403,0,0,2155,131.3,64.8,43.96,light,2858,180.6,79.7,354.6
normal,muscle_gain,42,165,60.1,7.1,5,4466,0,0,1924,78.1,102.0,22.08,active,2774,112.3,68.4,427.3
